Store Number,Store Type,Display Name,Address,City,State,Zip Code,Country,Phone Number,Store Hours,Pharmacy Phone Number,Pharmacy Hours,Services,Vision Phone Number,Photo Phone Number,Tire Phone Number,Latitude,Longitude
5134,1,Walmart Supercenter,5075 Gosford Rd,Bakersfield,CA,93313,US,(661) 282-3099,Mon - Sun:12:00 a.m.-12:00 a.m.,(661) 282-2782,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Tri_Counties_Bank | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Medical_Clinics | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(661) 282-2781,(661) 282-2789,35.308872,-119.094704
5136,1,Walmart Supercenter,1131 N Beale Rd,Marysville,CA,95901,US,(530) 634-9751,Mon - Sun:12:00 a.m.-12:00 a.m.,(530) 634-9760,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(530) 634-9765,(530) 634-9768,(530) 634-9759,39.12666999,-121.57405
5137,1,Walmart Supercenter,6101 S Aurora Pkwy,Aurora,CO,80016,US,(303) 617-1261,Mon - Sun:12:00 a.m.-12:00 a.m.,(303) 617-5532,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Academy_Bank | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(303) 617-7905,(303) 617-7901,(303) 617-7812,39.60620099,-104.705169
5138,41,Walmart Express,702 S. Wall St,Benson,NC,27504,US,(919) 207-4024,Mon - Sat:7:00 a.m.-10:00 p.m. Sun:8:00 a.m.-9:00 p.m.,(919) 207-4021,Mon - Fri:9:00 a.m.-7:00 p.m. Sat:9:00 a.m.-6:00 p.m. Sun:11:00 a.m.-5:00 p.m.,Beer | Wine | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Pharmacy | Immunizations | Pay_In_Person | Site_2_Store |,,,,35.37694685,-78.55338469
5139,1,Walmart Supercenter,235 E Dorset Dr,Dixon,CA,95620,US,(707) 693-6505,Mon - Sun:12:00 a.m.-12:00 a.m.,(707) 693-6514,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(707) 693-9934,(707) 693-6513,38.471214,-121.820488
5140,2,Walmart,5500 Grossmont Center Dr,La Mesa,CA,91942,US,(619) 337-3655,Mon - Sun:6:00 a.m.-12:00 a.m.,,,Open_24_Hours | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(619) 337-2632,(619) 337-2761,,32.77984365,-117.0096476
5141,1,Walmart Supercenter,16960 W Maple Rd,Omaha,NE,68116,US,(402) 289-9238,Mon - Sun:12:00 a.m.-12:00 a.m.,(402) 289-9276,Mon - Fri:8:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(402) 289-9312,(402) 289-9281,(402) 289-9280,41.293922,-96.18022899
5142,1,Walmart Supercenter,3575 State Route 66,Neptune,NJ,07753,US,(732) 922-8084,Mon - Sun:12:00 a.m.-12:00 a.m.,(732) 918-0441,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(732) 922-8445,(732) 922-8436,,40.22358655,-74.08349543
5144,1,Walmart Supercenter,8315 Fm 78,Converse,TX,78109,US,(210) 666-6066,Mon - Sun:12:00 a.m.-12:00 a.m.,(210) 666-6507,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(210) 666-6532,(210) 666-6543,(210) 666-6501,29.49785899,-98.32442399
5145,1,Walmart Supercenter,1603 Vance Jackson Rd,San Antonio,TX,78213,US,(210) 738-8218,Mon - Sun:12:00 a.m.-12:00 a.m.,(210) 737-0754,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(210) 732-3964,(210) 732-3643,(210) 732-2683,29.48840372,-98.53505797
5146,1,Walmart Supercenter,8030 Bandera Rd,San Antonio,TX,78250,US,(210) 520-6517,Mon - Sun:12:00 a.m.-12:00 a.m.,(210) 520-6824,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(210) 520-6686,(210) 520-6722,(210) 520-6815,29.51563619,-98.63455317
5147,1,Walmart Supercenter,1521 N Cockrell Hill Rd,Dallas,TX,75211,US,(214) 330-7249,Mon - Sun:12:00 a.m.-12:00 a.m.,(214) 337-8092,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | First_Convenience_Bank | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(214) 330-3120,(214) 337-8914,(214) 330-4338,32.763359,-96.897163
5149,4,Walmart Neighborhood Market,1700 N 7 Hwy,Blue Springs,MO,64014,US,(816) 427-9020,Mon - Sun:12:00 a.m.-12:00 a.m.,(816) 427-9023,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Pharmacy | Immunizations | Site_2_Store |,,,,38.97679138,-94.27394866
5150,1,Walmart Supercenter,1900 Maplewood Commons Dr,Maplewood,MO,63143,US,(314) 781-2165,Mon - Sun:12:00 a.m.-12:00 a.m.,(314) 781-2935,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | First_Community_Credit_Union | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(314) 781-1734,(314) 781-1302,(314) 781-2851,38.622238,-90.331474
5151,1,Walmart Supercenter,825 Cartersville Hwy Se,Rome,GA,30161,US,(706) 292-0838,Mon - Sun:12:00 a.m.-12:00 a.m.,(706) 292-9206,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Liberty_Tax |,(706) 292-0155,(706) 292-9258,(706) 292-9336,34.21888902,-85.12965828
5152,2,Walmart,6433 Fallbrook Ave,West Hills,CA,91307,US,(818) 719-8602,Mon - Sun:7:00 a.m.-11:00 p.m.,(818) 719-8610,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(818) 719-8665,(818) 719-8690,,34.18777099,-118.626228
5154,1,Walmart Supercenter,1827 Walnut Grove Ave,Rosemead,CA,91770,US,(626) 307-1010,Mon - Sun:8:00 a.m.-12:00 a.m.,(626) 573-5094,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | L_E_I_Apparel | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Us_Bank | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(626) 280-1351,(626) 280-1497,,34.05033099,-118.084236
5155,1,Walmart Supercenter,1550 S Valley Dr,Las Cruces,NM,88005,US,(575) 523-4924,Mon - Sun:12:00 a.m.-12:00 a.m.,(575) 523-6844,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(575) 523-9637,(575) 523-9636,(575) 523-9635,32.288932,-106.785339
5156,1,Walmart Supercenter,1540 E 2Nd St,Beaumont,CA,92223,US,(951) 845-1529,Mon - Sun:12:00 a.m.-12:00 a.m.,(951) 845-7994,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(951) 769-9869,(951) 769-1362,(951) 769-5461,33.92315603,-116.9521867
5157,1,Walmart Supercenter,155 E Courtland St,Morton,IL,61550,US,(309) 263-7898,Mon - Sun:12:00 a.m.-12:00 a.m.,(309) 263-6728,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(309) 263-6747,(309) 263-6748,(309) 263-6723,40.62976799,-89.461753
5159,1,Walmart Supercenter,2750 Cook Rd,West Branch,MI,48661,US,(989) 343-1309,Mon - Sun:12:00 a.m.-12:00 a.m.,(989) 343-9761,Mon - Fri:9:00 a.m.-7:00 p.m. Sat:9:00 a.m.-6:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Liberty_Tax |,(989) 343-9766,(989) 343-9769,(989) 343-9759,44.25350435,-84.225322
5160,1,Walmart Supercenter,1700 W Michigan Ave,Jackson,MI,49202,US,(517) 817-0326,Mon - Sun:12:00 a.m.-12:00 a.m.,(517) 817-0378,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(517) 817-2568,(517) 817-0403,,42.251918,-84.38281999
5162,1,Walmart Supercenter,27931 Kelly Johnson Pkwy,Santa Clarita,CA,91355,US,(661) 294-5211,Mon - Sun:6:00 a.m.-12:00 a.m.,(661) 294-0018,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(661) 294-3627,(661) 294-0497,,34.444141,-118.577095
5164,2,Walmart,11729 Imperial Hwy,Norwalk,CA,90650,US,(562) 929-6766,Mon - Sun:6:00 a.m.-11:00 p.m.,(562) 929-6316,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(562) 929-7614,(562) 565-2026,,33.91714185,-118.0829637
5165,1,Walmart Supercenter,1421 Frontage Rd,Alamo,TX,78516,US,(956) 782-0034,Mon - Sun:12:00 a.m.-12:00 a.m.,(956) 782-2156,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | International_Bank_Of_Commerce | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(956) 782-4259,(956) 782-4611,(956) 782-1955,26.19120399,-98.13204899
5166,1,Walmart Supercenter,1021 E Pine St,Deming,NM,88030,US,(575) 546-6045,Mon - Sun:12:00 a.m.-12:00 a.m.,(575) 546-6746,Mon - Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(575) 546-8059,(575) 546-8058,(575) 546-8057,32.26875476,-107.7468105
5167,1,Walmart Supercenter,1052 Turf Farm Rd,Payson,UT,84651,US,(801) 465-8246,Mon - Sun:12:00 a.m.-12:00 a.m.,(801) 465-8726,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Security_Services_Credit_Union | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(801) 465-8895,(801) 465-8894,(801) 465-8893,40.02726897,-111.7545725
5168,1,Walmart Supercenter,10 E 1300 S,Richfield,UT,84701,US,(435) 893-8164,Mon - Sun:6:00 a.m.-12:00 a.m.,(435) 893-8470,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:-,Beer | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(435) 893-8478,(435) 893-8477,(435) 893-8476,38.74950952,-112.0856423
5170,1,Walmart Supercenter,3001 Silverberg Dr,Sidney,NE,69162,US,(308) 254-9138,Mon - Sun:12:00 a.m.-12:00 a.m.,(308) 254-9149,Mon - Fri:9:00 a.m.-7:00 p.m. Sat:9:00 a.m.-6:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | L_E_I_Apparel | Connection_Center | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(308) 254-9154,,41.11681513,-102.9470786
5172,1,Walmart Supercenter,1900 S Jefferson St,Perry,FL,32348,US,(850) 223-4179,Mon - Sun:12:00 a.m.-12:00 a.m.,(850) 223-4189,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(850) 223-4195,(850) 223-4194,30.102167,-83.580009
5173,1,Walmart Supercenter,815 Shugart Rd,Dalton,GA,30720,US,(706) 281-2855,Mon - Sun:12:00 a.m.-12:00 a.m.,(706) 271-2834,Mon - Fri:8:00 a.m.-9:00 p.m. Sat:8:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(706) 272-7193,(706) 281-1871,(706) 272-7189,34.78625804,-84.99653086
5174,1,Walmart Supercenter,7855 Moffett Rd,Semmes,AL,36575,US,(251) 645-8224,Mon - Sun:12:00 a.m.-12:00 a.m.,(251) 645-8184,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(251) 645-8860,(251) 645-8687,(251) 645-3832,30.761775,-88.22907999
5175,1,Walmart Supercenter,589 W Main St,Cookeville,TN,38506,US,(931) 537-3880,Mon - Sun:12:00 a.m.-12:00 a.m.,(931) 537-3850,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Gas_Station | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(931) 537-3904,(931) 537-3980,(931) 537-3290,36.185501,-85.45999899
5177,2,Walmart,100 Commerce Cir,Bristol,PA,19007,US,(215) 788-5600,Mon - Sun:7:00 a.m.-10:00 p.m.,(215) 788-6668,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(215) 788-9473,,40.10025,-74.87249699
5178,2,Walmart,220 Enterprise Dr,Rockaway,NJ,07866,US,(973) 361-6089,Mon - Sun:7:00 a.m.-12:00 a.m.,(973) 361-6709,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,L_E_I_Apparel | Connection_Center | Bill_Payment | Bluebird_By_American_Express | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(973) 361-6908,(973) 361-6974,,40.90772621,-74.56296309
